Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,WhiteTitle,BlackTitle,moves_line,tag_line
Rated Classical game,https://lichess.org/IYNU5Gj3,2018.09.30,-,IDA3322,guayotevil_jpp,0-1,2018.09.30,22:05:45,1226,1699,-12,6,C00,French Defense #2,2400+150,Normal,,,61746,61728
Rated Bullet game,https://lichess.org/0Itpv0rx,2018.09.30,-,zakaria11,zputoelegante,0-1,2018.09.30,22:05:45,1736,1787,-9,9,B10,Caro-Kann Defense,30+0,Time forfeit,,,61766,61748
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/75RDwx3w,2018.09.30,-,Doedelchen,martinde25,0-1,2018.09.30,22:05:45,1362,1785,-2,2,A20,English Opening: King's English Variation,60+0,Normal,,,61786,61768
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/1djKiWid,2018.09.30,-,akamil1982,Maximevachierlagrave,1-0,2018.09.30,22:05:45,1737,1509,5,-5,A49,East Indian Defense,60+0,Time forfeit,,,61806,61788
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/1AmaVk9j,2018.09.30,-,xtq2,Travel_Size,1-0,2018.09.30,22:05:45,1518,1364,6,-6,A40,Queen's Pawn,60+0,Abandoned,,,61826,61808
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/HdWTacMA,2018.09.30,-,KingGadamer,FIGURELLI,0-1,2018.09.30,22:05:45,1836,1732,-15,13,D07,Queen's Gambit Refused: Chigorin Defense #2,60+0,Normal,,,61846,61828
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/KV6EXW8K,2018.09.30,-,millessonic,tonhao,0-1,2018.09.30,22:05:45,1271,1610,-3,3,A40,Modern Defense,60+0,Time forfeit,,,61866,61848
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/ZQqFcTuE,2018.09.30,-,tom06270,marge54,1-0,2018.09.30,22:05:45,1789,1651,7,-8,A02,Bird Opening,60+0,Time forfeit,,,61886,61868
Rated Blitz game,https://lichess.org/QYN6kL04,2018.09.30,-,Honderd,yokozo,1-0,2018.09.30,22:05:45,1773,1732,9,-9,C21,Danish Gambit,180+0,Normal,,,61906,61888
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/PoXGtkzo,2018.09.30,-,Ayush_sharma_1,Hikarus-Dream,0-1,2018.09.30,22:05:45,1779,1866,-8,9,B01,Scandinavian Defense: Mieses-Kotroc Variation,60+0,Time forfeit,,,61926,61908
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/n1eHEs2q,2018.09.30,-,Bellators,trojan98,1-0,2018.09.30,22:05:45,1980,1885,8,-8,A53,Old Indian Defense,60+0,Time forfeit,,,61946,61928
Rated Bullet game,https://lichess.org/fNXQdWfs,2018.09.30,-,Rade_1974,younes1992,1-0,2018.09.30,22:05:46,2407,2306,9,-8,A45,Indian Game,60+0,Time forfeit,,,61966,61948
Rated Blitz game,https://lichess.org/ZFcK5maB,2018.09.30,-,TolTolic,mazen1003,0-1,2018.09.30,22:05:47,1905,1905,-10,11,B00,"Nimzowitsch Defense, Declined Variation",300+0,Normal,,,61986,61968
Rated Blitz game,https://lichess.org/pIZKx2H3,2018.09.30,-,tristanoff,clashq,1-0,2018.09.30,22:05:47,1956,2023,13,-13,B01,"Scandinavian Defense: Main Line, Mieses Variation",180+0,Normal,,,62006,61988
Rated Blitz game,https://lichess.org/b1GvAohn,2018.09.30,-,Arihant01,Max_903,1-0,2018.09.30,22:05:47,1246,1248,10,-10,C40,King's Pawn Game: Busch-Gass Gambit,180+0,Normal,,,62026,62008
Rated Blitz game,https://lichess.org/oakVDt4N,2018.09.30,-,desolator777,turrymolina_art,0-1,2018.09.30,22:05:13,1321,1308,-10,11,B01,Scandinavian Defense: Boehnke Gambit,180+2,Normal,,,62046,62028
Rated Blitz game,https://lichess.org/DKoFZhOn,2018.09.30,-,EmreCan1993,CanalStreet,1-0,2018.09.30,22:05:13,1460,1414,9,-12,C01,French Defense: Exchange Variation,180+2,Normal,,,62066,62048
Rated Blitz game,https://lichess.org/2zSjE0DC,2018.09.30,-,cwkjc,Sviat_D,1/2-1/2,2018.09.30,22:05:13,1288,1249,-1,1,C02,French Defense: Advance Variation #3,180+2,Normal,,,62086,62068
Rated Blitz game,https://lichess.org/vfRZx3eO,2018.09.30,-,labbi,GMKris,1-0,2018.09.30,22:05:13,2229,2059,6,-6,C01,French Defense: Exchange Variation,180+2,Normal,,,62106,62088
Rated Blitz game,https://lichess.org/OPD4ApMj,2018.09.30,-,scav28,Faryad19,1-0,2018.09.30,22:05:13,1644,1709,13,-13,B45,"Sicilian Defense: Paulsen Variation, Normal Variation",180+2,Normal,,,62126,62108
Rated Blitz game,https://lichess.org/1OWjvJ5Y,2018.09.30,-,Ndc98,faissaldz26,1-0,2018.09.30,22:05:13,1515,1578,13,-12,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,180+2,Time forfeit,,,62146,62128
Rated Blitz game,https://lichess.org/uCfVHhWV,2018.09.30,-,guestwho,TheCreativeNickname,0-1,2018.09.30,22:05:14,1077,1133,-9,8,D02,Queen's Pawn Game: London System,300+0,Normal,,,62166,62148
Rated Blitz game,https://lichess.org/IfpWZysX,2018.09.30,-,abmav,Mrjones2018,1-0,2018.09.30,22:05:14,1868,1806,8,-8,C48,Four Knights Game: Spanish Variation,180+0,Time forfeit,,,62186,62168
Rated Blitz game,https://lichess.org/Itb1c5Ug,2018.09.30,-,mojifx,APDumbledore,1-0,2018.09.30,22:05:15,1167,1191,12,-11,C46,Three Knights Opening,300+0,Normal,,,62206,62188
Rated Blitz game,https://lichess.org/KNGRJjue,2018.09.30,-,schachtistiker,alxintox,1-0,2018.09.30,22:05:15,1420,1379,9,-9,D00,Queen's Pawn Game,300+0,Normal,,,62226,62208
Rated Blitz game,https://lichess.org/KZBQ7fgi,2018.09.30,-,ajsingh89,ion_tikhiy,0-1,2018.09.30,22:05:15,1242,1251,-19,9,C20,King's Pawn Game: Napoleon Attack,300+0,Normal,,,62246,62228
Rated Blitz game,https://lichess.org/TskvzVwD,2018.09.30,-,vineetg101,Checkyurself,0-1,2018.09.30,22:05:15,1677,1674,-10,20,C50,"Italian Game: Giuoco Pianissimo, Normal",300+0,Normal,,,62266,62248
Rated Blitz game,https://lichess.org/4TyLoGOG,2018.09.30,-,thiagoloureiro,Lethargic_Goose,0-1,2018.09.30,22:05:15,1203,1216,-10,10,C20,King's Pawn Game: Wayward Queen Attack,300+0,Normal,,,62286,62268
Rated Blitz game,https://lichess.org/DcX3dzrg,2018.09.30,-,jatau,missthemark,1-0,2018.09.30,22:05:15,1760,1697,8,-9,B01,Scandinavian Defense: Main Line,300+0,Normal,,,62306,62288
Rated Blitz game,https://lichess.org/cB2q6GPL,2018.09.30,-,ForkYourQueen,franlo,1-0,2018.09.30,22:05:15,1756,1639,7,-7,B13,Caro-Kann Defense: Exchange Variation,300+0,Normal,,,62326,62308
Rated Blitz game,https://lichess.org/qcpKKzWV,2018.09.30,-,Niy67,arash-braga,1-0,2018.09.30,22:05:15,1573,1571,10,-10,D00,Queen's Pawn Game: Mason Attack,300+0,Normal,,,62346,62328
Rated Blitz game,https://lichess.org/a86YMSBE,2018.09.30,-,gamer927,Messimontana,0-1,2018.09.30,22:05:15,1282,1266,-11,11,B05,"Alekhine Defense: Modern Variation, Panov Variation",300+0,Normal,,,62366,62348
Rated Blitz game,https://lichess.org/zJdilOpl,2018.09.30,-,mcany,gameover_57,1/2-1/2,2018.09.30,22:05:15,1428,1536,3,-3,C41,Philidor Defense #4,300+0,Normal,,,62386,62368
Rated Blitz game,https://lichess.org/BimwwNgS,2018.09.30,-,emazz1,TouchHD,1-0,2018.09.30,22:05:15,1156,1034,7,-7,D07,Queen's Gambit Refused: Chigorin Defense #3,300+0,Normal,,,62406,62388
Rated Blitz game,https://lichess.org/S5dh0fPy,2018.09.30,-,Javier54541972,justin63,1-0,2018.09.30,22:05:15,1393,1381,10,-10,C41,Philidor Defense #4,300+0,Normal,,,62426,62408
Rated Blitz game,https://lichess.org/ryuOCMs1,2018.09.30,-,danigp,beadapps,1-0,2018.09.30,22:05:15,1349,1306,9,-9,B20,Sicilian Defense: Bowdler Attack,300+0,Normal,,,62446,62428
Rated Blitz game,https://lichess.org/H6gmcSIs,2018.09.30,-,dirivier,r1515,1-0,2018.09.30,22:05:15,1670,1606,9,-9,C68,"Ruy Lopez: Exchange Variation, King's Bishop Variation",300+0,Normal,,,62466,62448
Rated Correspondence game,https://lichess.org/YtnBBZJa,2018.09.30,-,Irishsouthpaw35,GrauDK,0-1,2018.09.30,22:05:15,1414,1520,-8,26,B90,"Sicilian Defense: Najdorf Variation, English Attack",-,Normal,,,62486,62468
Rated Bullet game,https://lichess.org/4ICytsXe,2018.09.30,-,julia-14,kratoshivil,0-1,2018.09.30,22:05:16,1613,1790,-6,6,D00,Queen's Pawn Game #2,60+1,Time forfeit,,,62506,62488
Rated Rapid game,https://lichess.org/UrxI5MVK,2018.09.30,-,jean-emarre,Cherov,0-1,2018.09.30,22:05:16,1818,1815,-11,10,A00,Polish Opening,600+0,Normal,,,62526,62508
Rated Rapid game,https://lichess.org/YAPC4Zwm,2018.09.30,-,cevdetuzun77,samsunggalaxys7edge,1-0,2018.09.30,22:05:16,1321,1407,14,-32,B00,King's Pawn,600+0,Normal,,,62546,62528
Rated Rapid game,https://lichess.org/0jPBvFqg,2018.09.30,-,monjolo,RHYNO85,0-1,2018.09.30,22:05:16,1023,963,-12,12,B02,Alekhine Defense,600+0,Normal,,,62566,62548
Rated Rapid game,https://lichess.org/t7cru9s4,2018.09.30,-,Elnoormakki,milaadnorouzi,1-0,2018.09.30,22:05:16,1481,1454,10,-10,C41,Philidor Defense #3,600+0,Normal,,,62586,62568
Rated Rapid game,https://lichess.org/PIpuisA1,2018.09.30,-,enginchess,HomeroSimsonp,1/2-1/2,2018.09.30,22:05:16,1898,1822,-2,3,E00,Catalan Opening,600+0,Normal,,,62606,62588
Rated Rapid game,https://lichess.org/09TUfw8X,2018.09.30,-,catepecu,VaMpEiaR,1-0,2018.09.30,22:05:16,1503,1495,10,-11,C00,French Defense: Queen's Knight,600+0,Normal,,,62626,62608
Rated Rapid game,https://lichess.org/aM56Z0tH,2018.09.30,-,Marissa2349,samak,1-0,2018.09.30,22:05:16,1628,1619,10,-10,B21,Sicilian Defense: McDonnell Attack,600+0,Normal,,,62646,62628
Rated Rapid game,https://lichess.org/ItQaBPRk,2018.09.30,-,Roedor2010,hia02cot,0-1,2018.09.30,22:05:16,1524,1557,-9,11,D06,Queen's Gambit,600+0,Normal,,,62666,62648
Rated Rapid game,https://lichess.org/azXCY5yp,2018.09.30,-,richess23,BrockLanders83,1-0,2018.09.30,22:05:16,1577,1595,11,-11,A42,Sicilian Defense: Hyperaccelerated Fianchetto,600+0,Normal,,,62686,62668
Rated Rapid game,https://lichess.org/H1ql3Pne,2018.09.30,-,howahada,Amendel,1/2-1/2,2018.09.30,22:05:16,1202,1205,0,-1,A06,Zukertort Opening: Reversed Mexican Defense,600+0,Normal,,,62706,62688
Rated Rapid game,https://lichess.org/M2K1Jo7H,2018.09.30,-,manuelfbueno,Rogem,1-0,2018.09.30,22:05:16,1241,1238,10,-10,C65,Ruy Lopez: Berlin Defense #2,600+0,Time forfeit,,,62726,62708
Rated Bullet game,https://lichess.org/tzKOEiK3,2018.09.30,-,wolfaronian,Benpat69,1-0,2018.09.30,22:05:16,2309,2141,6,-7,A21,"English Opening: King's English Variation, Reversed Sicilian",60+0,Normal,,,62746,62728
Rated Bullet game,https://lichess.org/hW6Sk4Bu,2018.09.30,-,sofiichess0505,schachfieber,0-1,2018.09.30,22:05:19,1587,1581,-15,10,B01,Scandinavian Defense: Main Line,60+0,Normal,,,62766,62748
Rated Bullet game,https://lichess.org/xk3a1Lkp,2018.09.30,-,Jamesrichards0n,NOualinabil,0-1,2018.09.30,22:05:19,1518,1578,-9,9,A10,English Opening,60+0,Time forfeit,,,62786,62768
Rated Bullet game,https://lichess.org/rePHJ3x3,2018.09.30,-,elikoh80,EsleyGC,1-0,2018.09.30,22:05:19,1492,1518,11,-11,C20,King's Pawn Game: Leonardis Variation,60+0,Time forfeit,,,62806,62788
Rated Bullet game,https://lichess.org/OJOqpTYb,2018.09.30,-,SKotsi,hjones82493,0-1,2018.09.30,22:05:19,1134,1260,-7,7,D25,Queen's Gambit Accepted: Deferred Variation,60+0,Time forfeit,,,62826,62808
Rated Bullet game,https://lichess.org/BdBI470O,2018.09.30,-,biermaster,SingeAttarde,0-1,2018.09.30,22:05:19,1916,1940,-10,10,C41,Philidor Defense #2,60+0,Normal,,,62846,62828
Rated Bullet game,https://lichess.org/u36sQgZA,2018.09.30,-,Macorix,NestorIda,0-1,2018.09.30,22:05:19,1618,1604,-11,11,A10,English Opening,60+0,Normal,,,62866,62848
Rated Bullet game,https://lichess.org/cX99ZMI0,2018.09.30,-,Frischkaese,Magnusli,0-1,2018.09.30,22:05:19,1346,1261,-13,13,C20,King's Pawn Game: Wayward Queen Attack,60+0,Normal,,,62886,62868
Rated Bullet game,https://lichess.org/zh2R2qkw,2018.09.30,-,JM_noob,MarthaKarina,0-1,2018.09.30,22:05:19,1387,1371,-11,11,D08,Queen's Gambit Refused: Albin Countergambit,60+0,Time forfeit,,,62906,62888
Rated Bullet game,https://lichess.org/q5WcA2sJ,2018.09.30,-,rato23,Grabuark,1-0,2018.09.30,22:05:19,2058,2099,12,-12,C01,French Defense: Carlson Gambit,60+0,Time forfeit,,,62926,62908
Rated Bullet game,https://lichess.org/CMyQWCDK,2018.09.30,-,Thor-II,Scuba707,0-1,2018.09.30,22:05:19,1584,1835,-4,4,B20,Sicilian Defense,60+0,Time forfeit,,,62946,62928
Rated Bullet game,https://lichess.org/iKRIMxbo,2018.09.30,-,fnnndrwd,the-darkness,0-1,2018.09.30,22:05:19,997,1059,-16,9,B00,Nimzowitsch Defense,60+0,Normal,,,62966,62948
Rated Bullet game,https://lichess.org/0ryJiuMY,2018.09.30,-,jaqueman,MichaelCorce,0-1,2018.09.30,22:05:19,1915,1870,-11,12,A04,Zukertort Opening: Queen's Gambit Invitation,60+0,Normal,,,62986,62968
Rated Blitz game,https://lichess.org/Rg9HeVWd,2018.09.30,-,caldereto,roccos66,0-1,2018.09.30,22:05:19,2072,2179,-8,7,B01,Scandinavian Defense: Portuguese Variation,180+0,Normal,,,63006,62988
Rated Blitz game,https://lichess.org/fna2W1vf,2018.09.30,-,Gobeyond,alexadrezz,1-0,2018.09.30,22:05:19,1975,2041,12,-13,B43,"Sicilian Defense: Kan Variation, Knight Variation",180+2,Time forfeit,,,63026,63008
Rated Rapid game,https://lichess.org/Jfw1koy2,2018.09.30,-,odafeokoto,Nicoley,1-0,2018.09.30,22:05:20,1553,1583,11,-11,A43,Benoni Defense: Benoni-Indian Defense,600+0,Normal,,,63046,63028
Rated Blitz tournament https://lichess.org/tournament/8nsVUPdq,https://lichess.org/2xvzTcgD,2018.09.30,-,edilinco,Gabchess,0-1,2018.09.30,22:05:20,1725,1939,-5,6,A01,Nimzo-Larsen Attack: Classical Variation,180+0,Time forfeit,,,63066,63048
Rated Blitz tournament https://lichess.org/tournament/8nsVUPdq,https://lichess.org/sqepUCwa,2018.09.30,-,EvertonSouza,TiagoPolo,0-1,2018.09.30,22:05:20,1388,1803,-2,2,B10,Caro-Kann Defense,180+0,Time forfeit,,,63086,63068
Rated Bullet game,https://lichess.org/6muZHJ6i,2018.09.30,-,Jfrancisco,Superfloss,1-0,2018.09.30,22:05:21,1381,1412,11,-12,C00,French Defense: Knight Variation,120+1,Normal,,,63106,63088
Rated Blitz game,https://lichess.org/3IrOudN0,2018.09.30,-,hitsuma,ingmatiaz,0-1,2018.09.30,22:05:21,1147,1084,-13,13,C00,Queen's Pawn Game: Franco-Sicilian Defense,180+0,Time forfeit,,,63126,63108
Rated Blitz game,https://lichess.org/dZWd5LcD,2018.09.30,-,m2h2,mordaz61,1-0,2018.09.30,22:05:21,1761,1763,11,-11,C50,Italian Game: Hungarian Defense,300+0,Normal,,,63146,63128
Rated Bullet game,https://lichess.org/KMyvZTJH,2018.09.30,-,cagrigunes1988,teretana,1-0,2018.09.30,22:05:21,1545,1369,6,-11,C00,French Defense: Knight Variation,60+0,Normal,,,63166,63148
Rated Blitz game,https://lichess.org/BJtHqAwP,2018.09.30,-,drunkster,Mawe2,1-0,2018.09.30,22:05:22,2408,2123,4,-3,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Normal,,,63186,63168
Rated Blitz game,https://lichess.org/aYyueN4b,2018.09.30,-,Asmodeus322,Kapehuh,1-0,2018.09.30,22:05:22,1175,1161,10,-10,E70,King's Indian Defense: Normal Variation,180+0,Normal,,,63206,63188
Rated Blitz game,https://lichess.org/CbdSbXaF,2018.09.30,-,Moox,KK17,1-0,2018.09.30,22:05:22,1329,1343,11,-10,D02,Queen's Pawn Game: Zukertort Variation,180+0,Time forfeit,,,63226,63208
Rated Blitz game,https://lichess.org/ENEurwfd,2018.09.30,-,CASO31,Makhoane-MS,0-1,2018.09.30,22:05:22,1642,1602,-11,12,C41,Philidor Defense #2,180+0,Normal,,,63246,63228
Rated Blitz game,https://lichess.org/Zfz51QSU,2018.09.30,-,koga86,Alexfenix,0-1,2018.09.30,22:05:22,1712,2016,-4,4,B40,Sicilian Defense: Kramnik Variation,180+0,Normal,,,63266,63248
Rated Blitz game,https://lichess.org/hoEbonYB,2018.09.30,-,oleksander_oq,rootk,0-1,2018.09.30,22:05:22,1511,1486,-11,11,A01,Nimzo-Larsen Attack: English Variation,180+0,Normal,,,63286,63268
Rated Blitz game,https://lichess.org/XOCBrhds,2018.09.30,-,oiluhx,cpalmer,1-0,2018.09.30,22:05:22,1420,1430,11,-11,D06,Queen's Gambit Refused: Austrian Defense,180+0,Normal,,,63306,63288
Rated Blitz game,https://lichess.org/0YgAIUyc,2018.09.30,-,KillingRate,mjantoine,0-1,2018.09.30,22:05:22,1759,1826,-8,9,C45,"Scotch Game: Classical Variation, Intermezzo Variation",180+0,Time forfeit,,,63326,63308
Rated Blitz game,https://lichess.org/xX8cJwp8,2018.09.30,-,Marceliana1985,cljb,1-0,2018.09.30,22:05:22,2060,1766,4,-3,A43,Old Benoni Defense,180+0,Normal,,,63346,63328
Rated Blitz game,https://lichess.org/oxVRCpBG,2018.09.30,-,Mikailsant,samyco,1-0,2018.09.30,22:05:22,1719,1695,20,-9,D02,Queen's Pawn Game: Zukertort Variation,180+0,Normal,,,63366,63348
Rated Blitz game,https://lichess.org/tgLdlgas,2018.09.30,-,agu_riverplate,Yespapa,0-1,2018.09.30,22:05:22,1688,1669,-11,10,B07,Pirc Defense #5,180+0,Normal,,,63386,63368
Rated Blitz game,https://lichess.org/r6pnq14i,2018.09.30,-,notandyjarnevic,Wabanaki662,1-0,2018.09.30,22:05:22,1277,1249,9,-10,A10,English Opening,180+0,Normal,,,63406,63388
Rated Correspondence game,https://lichess.org/GFMsNyl1,2018.09.30,-,sergioajedrez,Poets_Of_The_Fall,1-0,2018.09.30,22:05:22,1635,1594,12,-26,C24,Bishop's Opening: Berlin Defense,-,Normal,,,63426,63408
Rated Blitz game,https://lichess.org/zH7iVle1,2018.09.30,-,daxijo,anacletothor,0-1,2018.09.30,22:05:23,1798,1804,-10,11,C30,King's Gambit,300+0,Normal,,,63446,63428
Rated Bullet game,https://lichess.org/pTtap7In,2018.09.30,-,etheljose,Dantes62,0-1,2018.09.30,22:05:23,800,856,0,10,B01,Scandinavian Defense,120+1,Time forfeit,,,63466,63448
Rated Bullet game,https://lichess.org/kjIXSq6X,2018.09.30,-,pepeperez,LHCM1980,0-1,2018.09.30,22:05:23,1482,1487,-10,11,B03,Alekhine Defense: Exchange Variation,120+1,Normal,,,63486,63468
Rated Bullet game,https://lichess.org/bmRplx5Q,2018.09.30,-,BlueMoon65,svita1950,1-0,2018.09.30,22:05:23,1457,1466,11,-10,C22,Center Game: Paulsen Attack Variation,120+1,Time forfeit,,,63506,63488
Rated Bullet game,https://lichess.org/3hDb2EwZ,2018.09.30,-,robespierre1,Mathieu80,1-0,2018.09.30,22:05:23,1061,1079,11,-11,B02,Alekhine Defense: Two Pawn Attack,120+1,Normal,,,63526,63508
Rated Bullet game,https://lichess.org/irK87pJC,2018.09.30,-,CelsoBritto,flaviius,0-1,2018.09.30,22:05:23,1813,1925,-7,7,A32,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",120+1,Time forfeit,,,63546,63528
Rated Blitz game,https://lichess.org/TAe5QNRV,2018.09.30,-,kalmaasali,rvymhn345,0-1,2018.09.30,22:05:24,1530,1556,-10,10,E10,Indian Game: Anti-Nimzo-Indian,180+0,Time forfeit,,,63566,63548
Rated Blitz game,https://lichess.org/NgGD6avZ,2018.09.30,-,warungkopi,pelmesh,1-0,2018.09.30,22:05:24,1229,1224,11,-14,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",300+0,Time forfeit,,,63586,63568
Rated Blitz game,https://lichess.org/MABMSIbj,2018.09.30,-,Jonas_H,midozoko,0-1,2018.09.30,22:05:24,1913,1963,-9,10,A30,English Opening: Symmetrical Variation,300+0,Normal,,,63606,63588
Rated Blitz game,https://lichess.org/U4qgnDiN,2018.09.30,-,eduardo10,lighting33,1-0,2018.09.30,22:05:24,1594,1728,14,-15,D00,Queen's Pawn Game #2,300+0,Normal,,,63626,63608
Rated Blitz game,https://lichess.org/S7Y5LCNM,2018.09.30,-,thotkilla42069,nagazabi,0-1,2018.09.30,22:05:24,800,1099,0,4,C20,King's Pawn Game: Napoleon Attack,300+0,Normal,,,63646,63628
Rated Blitz game,https://lichess.org/rk6nA5D5,2018.09.30,-,freedimfighter,Martina96,0-1,2018.09.30,22:05:24,1099,1133,-13,9,D00,Queen's Pawn Game #2,300+0,Normal,,,63666,63648
Rated Blitz game,https://lichess.org/j0P8VXPs,2018.09.30,-,bon-jovi,oguzhan68100,1-0,2018.09.30,22:05:24,1628,1537,8,-8,C34,"King's Gambit Accepted, MacLeod Defense",300+0,Normal,,,63686,63668
Rated Blitz game,https://lichess.org/6NXP9vrO,2018.09.30,-,Vincelot,Antigoneee,0-1,2018.09.30,22:05:24,1493,1486,-11,10,B22,Sicilian Defense: Alapin Variation,300+0,Normal,,,63706,63688
Rated Blitz game,https://lichess.org/3cNT0Hjc,2018.09.30,-,DaviKM,fferer,1-0,2018.09.30,22:05:24,1526,1531,103,-8,C20,English Opening: The Whale,300+0,Normal,,,63726,63708
Rated Blitz game,https://lichess.org/LpeAM4qW,2018.09.30,-,Veliane,madjoy69,0-1,2018.09.30,22:05:24,1216,1204,-11,10,C23,Bishop's Opening,300+0,Normal,,,63746,63728
Rated Blitz game,https://lichess.org/nFzJK0fy,2018.09.30,-,jpizo45,sam93,1-0,2018.09.30,22:05:24,1334,1283,9,-9,A00,Van't Kruijs Opening,300+0,Normal,,,63766,63748
Rated Blitz game,https://lichess.org/ad1McoZS,2018.09.30,-,kirantz,Victor13teemineitor,0-1,2018.09.30,22:05:24,1866,1814,-12,11,A15,"English Opening: Anglo-Indian Defense, Scandinavian Defense",300+0,Normal,,,63786,63768
Rated Blitz game,https://lichess.org/MevKeH9O,2018.09.30,-,ethemdogan58,sebou,1-0,2018.09.30,22:05:24,1430,1452,11,-11,A50,Slav Indian,300+0,Normal,,,63806,63788
Rated Blitz game,https://lichess.org/9ROKLWnp,2018.09.30,-,Biff71,sasabull,1-0,2018.09.30,22:05:24,1500,1505,11,-19,C23,Bishop's Opening,300+0,Normal,,,63826,63808
Rated Blitz game,https://lichess.org/cXWqDLGs,2018.09.30,-,turkey127,Dane877,1-0,2018.09.30,22:05:24,1139,1172,10,-40,D07,Queen's Gambit Refused: Chigorin Defense #2,300+0,Normal,,,63846,63828
Rated Correspondence game,https://lichess.org/DKg2NNHP,2018.09.30,-,ThomasMb,kramnik-11,0-1,2018.09.30,22:05:24,1654,1571,-15,82,A46,Indian Game: London System,-,Normal,,,63866,63848
Rated Rapid game,https://lichess.org/vgGHYAld,2018.09.30,-,houston1234,aminebriki,0-1,2018.09.30,22:05:25,1568,1678,-7,7,D01,Queen's Pawn Game: Chigorin Variation,600+0,Normal,,,63886,63868
Rated Blitz game,https://lichess.org/0lIXC6Rn,2018.09.30,-,HelloMario,drunkblunder,1-0,2018.09.30,22:05:26,1628,1633,12,-11,B23,Sicilian Defense: Closed #2,180+2,Normal,,,63906,63888
Rated Blitz game,https://lichess.org/fK0fqELt,2018.09.30,-,zu-1964,Madtob,0-1,2018.09.30,22:05:26,1915,1884,-11,11,D00,Queen's Pawn Game: Mason Attack,180+2,Normal,,,63926,63908
Rated Blitz game,https://lichess.org/rw8o8hUQ,2018.09.30,-,RustyAdders,ChiefDog00,0-1,2018.09.30,22:05:26,1222,1102,-14,14,C00,French Defense: Normal Variation,180+2,Normal,,,63946,63928
Rated Blitz game,https://lichess.org/LzZ3WRzi,2018.09.30,-,PublicRh0mbus,ATMACA7,0-1,2018.09.30,22:05:26,1017,1099,-8,9,C11,"French Defense: Classical Variation, Steinitz Variation",180+2,Normal,,,63966,63948
Rated Blitz game,https://lichess.org/r7zGsnP5,2018.09.30,-,funkerija,alucard5000,1-0,2018.09.30,22:05:26,1317,1353,11,-11,B06,Robatsch (Modern) Defense,180+2,Normal,,,63986,63968
Rated Blitz game,https://lichess.org/XnCqSEgY,2018.09.30,-,adenochrome,Satiro,1-0,2018.09.30,22:05:26,1465,1491,11,-11,C45,Scotch Game: Classical Variation,180+2,Normal,,,64006,63988
